	AICAR	AKT inhibitor VIII	AS601245	AZD6482	AZD7762	AZD8055	BIBW2992	BMS-708163	Axitinib	BAY 61-3606	BMS-754807	BX-795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin 1	CCT018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	LAQ824	NVP-BEZ235	Docetaxel	BIRB 0796	Doxorubicin	EHT 1864	Elesclomol	embelin	Epothilone B	etoposide	FH535	FTI-277	GSK-1904529A	GSK-650394	GW 441756	Gefitinib	Gemcitabine	IPA-3	JNK Inhibitor VIII	JNK-9L	KU-55933	LFM-A13	lenalidomide	CEP-701	OSI-906	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	AMG-706	NSC-87877	NU-7441	ABT-263	Nilotinib	Nutlin-3	OSU-03012	Obatoclax Mesylate	AZD-2281	pac-1	PD-0325901	PD173074	PF-4708671	PF-562271	PLX4720	PD-0332991	Pazopanib	GDC-0449	AP-24534	QS11	RO-3306	RDEA119	AG-014699	SB 216763	SB590885	SL 0101-1	Camptothecin	GDC-0941	AZD6244	JNJ-26854165	shikonin	TW 37	17-AAG	temsirolimus	thapsigargin	Tipifarnib	ATRA	VX-702	ABT-888	Vinblastine	Vinorelbine	AUY922	Vorinostat	681640	ZM-447439
MONO-MAC-6	2.569395163	0.676487486	1.100963872	1.149401053	-2.818293239	-0.860624872	1.193472071	2.8215891	1.08887876	-0.016326432	0.328849519	-0.835538285	1.65212005	2.094228359	0.662175745	-0.102654621	-0.979016587	0.539367255	2.77250644	2.27275162	1.822422117	1.499783444	0.120458089	2.305178652	-0.948469616	-1.129122658	-1.843103655	3.024293878	-0.811467948	1.323715249	-0.821008529	1.338067379	-1.760390533	1.08389219	0.791169024	1.496371626	1.364104636	0.07223707	0.208649835	1.101258324	-1.604776306	2.040757588	2.85593745	-0.264620839	1.148956452	2.091757223	1.523468562	-2.020812614	1.150762249	0.136611238	-2.32889113	-0.953275085	-1.140559369	1.679384189	3.30730318	0.605901603	0.245524477	1.032862154	1.805300491	0.792567886	-0.35804236	2.242231141	1.075630606	0.952700513	0.907426182	1.412582757	0.382464476	1.983825056	0.714983783	1.298986087	1.922057523	-2.077170574	1.017207576	2.474777596	1.027245858	2.228905249	2.629240074	1.869242102	2.465518003	-2.345712659	-0.624465087	2.043853673	0.82998279	-0.611236911	-0.310469742	-0.3536929	-0.568827186	-2.420076468	0.524907854	0.648002111	1.126423518	2.696095366	-2.255669949	-1.685828251	-1.409676025	-0.279493688	0.934769363	0.202844621
MPP-89	4.213608014	1.328177625	0.715796782	1.878496955	-0.606944779	-0.305380679	0.510406761	2.705004049	1.615023919	0.223570456	0.188471645	1.567995472	2.264195584	1.577455709	1.600760819	1.788711311	0.044174698	2.127909199	2.584796982	1.622432114	1.293975197	0.95192356	0.017271892	3.10823779	-0.747975397	-1.529992533	-2.491578712	3.011456133	-0.405679253	2.765274134	-2.420096012	1.399957817	-2.081482684	1.317216032	1.303301237	1.958069221	1.81723751	0.967070449	1.759414239	1.41609924	-0.159716139	3.605661317	2.734119151	0.582033647	2.341625513	3.199030091	2.394589028	-0.794736753	1.236685241	1.860725153	0.415948146	-0.357086477	-0.00383178	2.292617987	3.122442694	0.688373691	0.430494405	0.953150877	2.902016529	1.393783452	-0.334827582	2.50486378	2.261305355	0.700793645	1.186779593	2.813601122	2.160916448	3.043715093	1.343788774	0.943405308	2.501458043	-0.771273125	1.637547299	1.17514137	0.625708906	2.711130207	2.349539662	2.843522274	3.055389363	-1.850276028	0.874300371	2.237157713	1.529331537	-0.066894813	0.104544671	-0.342607534	-1.152653167	-1.697929432	1.238717739	1.831473248	1.916410826	2.696817164	-1.782670709	-0.464778914	-1.012302219	0.571695701	0.202618353	2.637932912
MRK-nu-1	3.249149846	2.668873354	2.088956458	2.207911548	0.963153547	0.011646475	1.829616205	2.62690661	1.60220702	0.463511643	0.569063443	2.201002263	2.986626649	1.561975716	0.162121262	2.330434613	-0.189829684	2.352725646	2.766859744	2.267105792	2.196018734	2.859742304	2.252155638	3.254815652	-0.967917758	-0.930643131	-0.520280012	3.134921277	-1.359965375	1.629611002	0.886547041	1.110791088	-3.04571719	-0.934788037	0.436335666	1.887845106	1.520185295	0.848413379	2.043201363	1.835157368	-2.590656918	2.207190525	3.069425326	-0.263281475	2.857655954	2.833002359	1.995833298	1.099243632	2.366633058	2.692196271	0.518036447	-0.469034566	-0.957632361	2.371919725	2.905644191	2.315277301	1.883106954	1.950414347	1.88354038	0.932704727	-1.306667019	1.850948316	0.913240082	0.810169842	2.19539639	2.016083147	1.650709896	3.062305937	2.068832555	1.568467985	2.58158494	0.922364175	1.459099171	2.225809164	2.519935101	2.802530087	2.644390437	2.897795621	3.202245608	0.135264056	2.257141773	1.923623154	1.53984407	-0.991703198	1.12746843	1.8031655	0.048691794	-1.634172397	0.048293981	2.82114612	1.422147659	2.108303843	-0.387673404	-2.349268227	-1.63834727	1.246081636	2.201278908	1.564079439
MSTO-211H	3.239618819	2.388064622	1.538993287	2.757573121	-0.524976907	-0.238440699	1.66226821	2.740756474	1.47928735	3.309499841	2.823108262	0.921838245	3.204276803	2.144815849	2.174521157	0.425519996	-0.025542161	3.140052466	2.690363982	2.367869929	0.998053886	1.756411962	-0.489612307	4.910259792	1.896295608	-1.197162271	-1.836054621	2.898372364	2.332348114	2.911141056	-0.519216859	1.914739227	0.669401103	3.334637675	1.866043958	1.528397804	2.223694584	3.506328181	2.03619185	0.813694141	0.061667211	3.059851739	2.828645951	0.875952861	2.593207964	3.456350006	1.308720364	-0.357486463	2.709682704	0.884985752	-0.285126922	1.923869834	0.450816781	2.226746805	2.829427247	1.829169316	2.25922161	1.441310035	0.410695354	3.396908989	0.684454618	2.480713533	2.196194189	0.248062059	0.168431995	3.079716368	2.636730785	2.529867851	0.229433866	2.210623623	2.889837609	1.998852513	3.268825123	2.551861392	0.48889659	2.692914594	3.006820908	2.574541987	2.304670093	-2.084199196	1.044208532	0.806234265	1.177787526	2.780858358	-0.10317534	-0.253661852	-1.221301662	-0.533130786	2.392622543	1.541800132	2.235728884	2.01113219	-1.912780993	0.944503205	1.788561914	0.827519906	0.983797735	0.632367075
MZ2-MEL	3.643471429	1.724441373	1.380954393	1.952880692	0.401661595	-0.738594202	1.633152673	1.534236025	0.459984738	0.541191291	-0.00079997	0.434863842	1.228186966	2.028720248	0.469341178	-0.101484632	-0.948447467	1.376693964	2.596096456	1.019850692	-0.081719021	0.188188051	-1.145517709	2.679797597	-1.263869035	-1.735691772	-2.320689479	0.017082539	-1.469514855	2.352048146	-1.854235056	0.801199489	-2.667722039	0.338334076	0.15864126	1.349334715	1.292912044	0.820445683	0.149722154	1.442519545	-1.581402143	1.678947723	1.372462633	-0.387100569	1.405073806	2.478056085	1.898718537	-0.46146655	0.593380894	-0.004970066	1.270402561	0.753507875	-0.364041704	-0.160862676	3.148888622	1.007405549	1.189796203	0.819670468	0.175772874	0.778415966	-1.528846865	0.997482789	1.51170309	-2.146120903	1.77552613	3.01745374	1.313475454	0.491046348	-0.923270113	0.840743305	2.185657336	0.833791118	0.6455123	0.890556882	-0.401288536	2.01158733	2.82739692	0.309046559	2.524593344	-2.345340034	-0.018380645	1.951844044	2.20470636	-0.414295655	-0.672758633	-1.164759126	-3.312448701	-2.746328906	0.279612251	2.68104272	1.695292831	1.817533264	-1.80083247	-1.367008763	-1.498011088	0.249701087	0.750472156	0.495771037
MZ7-mel	5.02534479	1.772421793	2.040698958	1.870726876	1.923572776	0.457128383	0.83834513	2.402226965	2.120292542	2.106616609	1.044922078	2.567238022	2.61944847	1.953882188	-0.88439598	1.895638955	-1.090956424	2.135994893	2.651230575	1.960316695	2.651379104	2.67212926	1.073534701	2.233731129	-1.666757077	-0.489778642	-0.274828063	2.950491176	-0.947533278	1.954160137	0.667992251	0.990216174	-1.767068245	0.633325997	0.530504607	1.511539361	1.599882242	1.683570354	1.065583204	1.305337644	-1.369986286	3.004799267	2.812584872	0.462135798	2.386106388	2.787235538	2.014222629	2.27056017	1.988563643	2.251557615	1.048554517	0.618740651	-0.478134773	1.891541821	2.470705216	1.862900969	2.173033264	1.925718625	2.077714311	1.364442517	-2.399406657	2.52182602	0.408210321	-1.53117946	2.312451781	2.086480111	1.440197372	1.233533131	2.163172608	2.038182656	2.520105779	0.955909081	0.948909991	2.541464816	-0.426132786	2.635894768	2.820910732	0.888373683	2.471156014	0.303835025	2.314512074	0.648618374	0.736300259	-0.944147083	-0.262812871	-0.606199964	0.920392912	-0.969721383	-0.141462307	2.829068519	2.041702613	2.47915181	0.460798171	-1.989711049	-1.363512693	2.156302503	2.235502182	2.609607358
NB1	4.06883812	1.999583431	0.971871575	1.235371747	-0.553886588	0.415166416	1.812553209	2.659785308	1.258481612	0.233547503	-0.135960231	1.338393534	2.558203394	2.043349457	1.064325921	1.258455555	-0.143750605	1.387488788	2.669715885	1.152089887	1.081128775	0.81984158	0.238259599	2.32248355	-1.28463222	-0.690092629	-2.244882074	2.46959516	-1.337293032	1.074507087	-2.469425785	1.567816543	-1.835831828	1.008928186	0.923270982	1.478433527	1.49146019	2.085989358	1.314327105	1.648943186	-0.311995419	1.339617376	2.284101906	-0.349662213	2.690151178	2.236766848	2.622141096	-0.007125035	1.833747649	-0.293700764	-0.397372068	2.03211339	-0.72905449	1.728799084	3.404345413	0.772447023	1.319940361	2.225334045	1.305174783	2.173586989	-0.554775154	2.235113489	1.093826677	0.672130209	2.412574031	1.217510271	0.609214402	2.955814324	1.532651284	2.212372961	3.179785634	1.238518398	0.968715991	2.639502018	0.699690103	2.279489264	2.762653602	2.398094219	3.067233442	-1.676365408	-0.149686108	2.538678383	1.190808543	0.014663085	-0.176800849	-0.979169459	-0.100830584	-1.566779013	2.54400457	2.511274835	2.375689835	2.863935418	-2.261008731	-1.58369044	-0.84085101	0.351128392	1.785824555	1.131092183
NB10	4.716816778	2.567880344	1.841706529	2.22009209	-0.228196561	0.396947328	1.347077686	2.270731282	0.122401122	0.723990182	-0.767420499	0.626107154	2.468927649	2.034693534	1.141338059	2.293021881	0.083361523	1.575960433	2.653971407	2.250044099	0.77045448	1.06007635	-0.725529756	2.719096471	-0.97286524	-0.61968915	-1.829550627	2.905951237	-0.725623998	1.924561665	-1.818927784	1.794713261	-1.956844077	1.204084057	1.212086367	2.111366053	1.96501663	1.72789662	0.46708415	0.662550976	-1.613142989	2.370447901	1.603935078	0.112437973	2.972093418	3.235049173	2.441441585	-0.471086608	-0.342588859	0.955314532	0.741323309	1.269853179	-1.088043611	0.371158487	2.754848895	1.418863959	1.420148167	2.261852131	0.50645859	1.099330925	0.449861333	1.707315405	1.250239571	-0.998185477	1.450705996	2.192646003	1.292849072	3.006346224	-0.222442159	2.995977878	3.072134021	0.705433647	2.193544124	0.902415292	1.078271117	1.118829879	2.949580895	2.584067802	2.463742607	-3.211618985	0.718289198	0.801083098	1.291239142	0.128286247	-0.668197673	0.054399293	-0.683594281	-1.199324189	1.067499311	1.617900251	2.146893079	2.326585461	-2.135659184	-0.941055775	-0.62467876	-0.123826477	1.585754642	0.855960115
NB12	4.769639148	1.251413469	1.99769121	0.971714306	0.83233102	1.59621723	1.403030016	2.654059135	1.323033407	2.069710698	0.947776048	1.050951388	1.449243726	1.820629784	1.915925719	2.051253617	-0.487063433	1.616821898	0.116869514	1.908146636	2.286564356	2.221301621	0.93740249	1.931206805	-1.129773231	-0.27702125	-1.476721538	2.663068574	-0.557329674	0.955685854	-1.319096962	0.915502322	-1.251689246	0.034857344	1.045178746	1.672801154	1.453281796	2.224797257	2.203720946	0.831488489	-0.80923828	3.323672173	3.031587419	-0.417191531	2.914566771	3.12408563	2.821477052	0.118390847	2.209356351	0.805549383	1.293431461	0.684633547	0.080520803	2.196003099	3.03169165	2.086688138	-0.636105916	2.260376833	1.060810742	2.607708188	-0.139636968	1.943783973	2.25633138	1.403131641	2.213549465	3.066619784	2.200571008	2.611182544	1.782970806	2.17461149	2.308540091	0.522736382	2.248805491	2.750205853	2.082168001	1.451837767	1.972119082	2.499500678	3.056406915	-1.356310787	0.454713706	2.697760886	2.020782647	-0.176321822	-0.86502384	0.132373827	0.144755128	-1.879522721	0.90251822	3.00050062	2.197918338	2.502550728	-1.211735891	-2.675485487	-1.021451501	0.434105998	1.466981616	1.584963358
NB13	5.010045898	2.61144312	1.148888703	1.681832704	-0.270370464	0.058615858	1.629630979	1.318601432	1.402452839	0.510748985	0.209832853	0.603885608	2.694314325	1.745125517	1.565186021	0.640833646	-0.449325848	0.681401528	1.585581793	2.538548529	2.316979301	1.603445194	1.352260123	2.8191944	-1.411573891	-0.92814724	-2.875168444	2.920141375	-0.871112649	1.849848248	-1.63618926	1.223040142	-3.349645589	0.441472067	0.864286408	1.791649313	1.650138365	1.942742969	2.052372794	0.893576965	-1.417541098	0.625888704	1.703074953	0.691169245	2.46528609	2.694686515	2.329860041	-0.328663641	0.630312428	1.416556118	0.721045665	-0.085882168	-0.189746733	2.099965823	3.098716317	1.408067398	-1.086041514	2.201502136	2.818056549	0.743759267	-1.192378952	2.60316677	0.997679524	1.218736284	2.334062709	2.190557915	1.733008701	0.652419754	1.084557095	2.394309342	1.72031905	0.946351997	0.908068069	0.726552519	2.288567756	1.497591994	1.650019802	2.605904563	2.802448439	-1.540609731	1.298501414	2.460076727	1.846742174	-0.499033023	-0.801317617	-0.433815455	-0.266933457	-2.024716052	0.66487532	-0.590672199	2.26279151	2.463928051	-2.4848858	-2.299814246	-1.373968332	0.023254732	-0.024261861	0.92996042
NB14	4.00515448	2.231741626	1.657866201	0.929658622	-1.108890181	-0.692645412	1.80594455	2.778081044	-0.131590794	0.123849495	-0.628854501	0.108738652	3.007297763	1.922006276	1.242575577	1.241928044	0.008578185	0.768591356	2.479602607	1.293230817	0.874452374	1.063434749	-0.781945043	3.266876444	-1.23811407	-1.161504089	-3.172027832	1.770911751	-0.602019445	2.464297201	-2.48425781	0.857536169	-2.085351379	0.337032061	0.472378634	2.106863288	1.948974661	2.003454732	1.224639215	1.45207576	-1.244480827	0.441094231	1.899987546	-0.240997825	1.516071224	2.559125836	2.714484263	-2.14498088	0.198401788	1.390326902	-1.287217141	0.218127878	-0.245901444	1.146067091	3.485300076	0.736347163	-0.801118276	1.997640832	2.818178585	0.361383821	-0.440206098	1.087048208	1.250054562	-0.432859573	2.298698978	2.560587236	0.541542636	2.775800998	-0.515236985	3.176041147	3.059794846	1.614131878	1.649539907	0.342131547	0.813157788	1.291286914	1.7258841	2.841236148	2.596368759	-3.195788951	0.089102027	2.425872563	1.313462859	-1.525689544	-1.116623663	1.207583167	-0.288524408	-2.717796627	2.579988474	1.461691909	2.325863664	2.691081002	-2.175887447	-1.805364767	-0.957289703	-0.509637192	1.166730823	-0.128303184
NB17	3.646645253	2.457241219	1.970690361	1.36888565	-0.801738883	0.795840729	1.498566116	1.767144247	0.963254303	0.865462961	0.173901466	0.726565982	2.439491822	2.010633629	0.977796005	1.855666491	-0.223266044	1.297749216	2.782677183	1.101936692	1.148755374	1.841169307	0.80889345	2.413210707	-1.098024384	-0.141612139	-2.631887967	2.303167434	-0.57955574	1.942828525	-2.048713863	1.647697012	-2.062433512	0.35118485	1.22831105	2.167395687	1.891955858	1.815402115	0.618809704	1.766630911	-0.583152416	1.552485778	1.445780228	-0.194410622	2.936596793	2.553801232	2.392204751	-0.418374549	1.012413195	2.59394583	1.226143176	0.700958243	-0.534936149	2.282615316	0.304218507	1.956841036	-1.147293973	1.965090894	0.63525079	1.5181095	0.061907227	2.700816582	1.321387947	-0.193181569	2.202627827	2.085874704	0.907265493	2.925422396	0.863506415	2.073467757	2.815260561	0.021799846	1.152990786	2.6533204	2.687564086	0.762867355	2.209893574	2.381148482	2.700587709	-2.662506597	2.330946646	2.568532654	0.68031362	-1.382575615	0.027036569	-0.055394261	0.917139613	-1.702815502	1.534027369	2.758514775	2.226990445	2.678107323	-1.662157899	-1.350182023	-0.880759194	0.37702016	1.10256251	0.666570371
NB5	3.590882276	2.529772306	2.91145288	1.676359375	-0.098809378	-0.152930287	0.150195535	1.388738253	2.146868759	1.249185539	0.046333575	0.467926681	2.991343087	1.984158159	0.827419584	2.025531223	-0.262710812	2.723580561	2.234668337	2.721340905	0.663106438	0.738914277	-0.344603986	3.889884038	-1.034474256	-1.391006573	-1.619097167	3.160668425	-0.443921053	1.221301227	-1.51346372	1.349410716	-1.972681059	1.339686863	1.162327945	1.881282483	2.177900402	1.994879587	2.476649839	0.14889352	0.122495799	1.682455086	2.530771617	1.339727252	2.176134995	3.269463102	2.797560889	-0.327174011	1.037513014	0.656766173	1.153128285	0.936685904	-0.446233237	2.055963975	2.705004483	1.03164613	1.126299744	2.254764445	0.81702518	2.059043123	0.149916284	1.876089189	1.229285297	-0.733156835	2.282741696	1.711392561	1.131948612	2.792437083	1.127322073	2.877410707	2.619809803	0.772644193	3.00052885	2.600372085	-0.009775969	0.934286427	1.049826131	2.209115318	2.634137178	-2.715660767	-0.019269646	0.409326458	2.024987921	0.386076503	-0.373291742	0.54492275	-0.953439248	-1.17658149	2.319241541	1.990312547	1.747021212	2.441781204	-1.80418392	-1.123001711	-1.442073959	0.078659417	1.517644673	0.264509226
NB6	4.350042059	2.014289945	2.640328046	1.65229793	-0.006729827	0.394941322	1.851745681	2.353927339	1.663804743	1.211162188	0.41884489	0.437159957	1.131069166	1.360091321	2.633843161	1.49641549	-0.202243123	2.289566634	2.674457078	1.892817344	2.341451795	2.503078395	1.307181224	3.282194879	-1.260135406	-0.40158125	-1.364065115	2.857351079	0.339451081	2.938013896	-0.84674786	2.340627504	-1.755900363	2.134435776	1.130957986	1.296445899	2.033811048	2.879855785	1.751738953	1.812912371	0.516124682	0.584049208	3.031667764	-0.040161382	2.848384635	1.241878968	1.819465006	-0.028801976	0.799079698	2.431524471	1.412909347	0.159746974	0.34899036	2.301937078	1.135613189	2.347952749	0.686818483	2.235612059	2.297588053	1.086325977	0.645922274	2.576803792	2.447966426	0.071961293	2.140264442	2.741049188	2.129132172	2.286037991	0.380887987	1.804408885	3.125523579	0.013295057	1.071218609	1.475144615	2.810386474	2.601021356	1.893426225	2.793781224	3.111487181	-0.738229395	1.799359343	2.660851935	2.45308502	-0.342564104	0.395482887	1.509036088	0.468910358	-2.339518751	1.98222772	2.834163228	1.880324863	2.73263647	-1.096805068	-0.900726755	-0.171756953	0.281710327	0.590558848	0.928776099
NB69	2.989431323	1.932509254	2.295952934	1.054435177	-0.151511447	-0.869662974	0.01260366	2.40301217	1.784635023	1.040597808	-0.439266719	0.063952903	2.97464099	1.911334792	-0.035013255	2.356456235	-1.120709505	2.006676763	1.582649871	2.443114488	0.251563776	1.716515499	-1.099720921	2.328427738	-1.590089335	-1.647325005	-2.104894197	2.566567037	-1.101277433	1.085830881	-2.914209781	2.423298933	-2.093121342	0.036427753	1.495511723	1.236942343	1.862329437	1.715255176	1.654830482	-0.211582626	-2.980603853	0.830172577	2.694720824	0.155589472	2.500803127	2.049789176	1.919095634	-0.38233853	-0.234649309	0.378366473	1.168264317	-0.13390732	-0.756809381	1.345653635	2.945365633	0.726254593	0.165157414	2.191932457	0.423793241	2.603214108	-1.805349567	0.939978725	0.967404422	-1.107916927	1.145719221	1.36458844	1.77333164	3.013396995	-0.791027444	2.690099497	3.114435606	0.732096723	1.499615372	2.68544386	-0.25423599	-0.024329611	1.417909379	2.399972543	2.222788645	-3.244574554	-0.61035095	0.022799592	0.638536662	-0.67216973	-0.057136651	-0.56723376	-2.023945614	-3.05892756	1.690851735	2.62425915	1.689599664	2.505148243	-2.241864162	-1.341739773	-1.957852943	-0.385404649	2.427135057	0.509148176
NB7	2.939067929	2.588063311	0.637274603	1.022309284	-0.295856167	0.369801751	1.822910698	1.485719251	1.700342807	0.103126699	-0.444066108	0.54253717	3.206025272	1.882822056	1.870293095	1.163048874	0.043355184	1.873567675	1.890990267	2.45052746	2.329248989	1.750787848	-0.367166018	1.912721929	-1.329473994	-0.753616883	-2.285551581	2.647373606	-0.697643707	0.936339337	-1.733992378	1.35345921	-2.062477958	1.832113833	0.76548702	2.04299681	2.113603973	1.429156738	2.183176212	1.524316305	2.006748421	3.232974548	2.847139079	-1.380478841	2.604515689	1.870696555	2.480204539	-0.336401031	1.900412286	1.728919384	1.171710443	0.367238545	0.456407454	1.942010749	3.090012622	2.356232139	2.371164921	1.455005077	3.201874286	0.706017773	-0.223233878	2.855528345	2.187528277	1.428962608	2.293174752	1.383600115	1.078043112	2.736555109	2.594841345	0.388615388	3.172628027	-0.423087513	1.104899883	2.838075787	2.880863348	1.366762084	2.62014725	2.768293784	2.953397475	-1.941700228	1.188843795	2.866166823	1.411459238	-0.089933267	-1.53344778	0.042494412	1.126367928	-3.288089558	-0.121146011	1.852343704	2.389021807	2.679258204	-1.666175557	-1.487959342	-0.21967136	-0.178445957	2.328371714	0.754840725
NBsusSR	3.607690341	2.004913961	2.232578946	0.615195168	-0.491799414	-1.036762553	0.854534326	2.524829166	0.878722357	0.003126486	-1.378412033	0.185829832	2.948666271	2.131513409	-0.320485876	0.406246007	-0.049098294	1.025054843	2.405171047	2.711445071	2.107850005	0.143553001	-0.260494607	2.118428984	-1.24427584	-1.6842839	-2.259439625	1.750473853	-1.043836342	2.617402509	-1.905578219	1.326014838	-2.543378752	-0.100076215	0.97785485	1.446850764	1.74103924	1.379061738	1.932144012	0.907478732	-1.502614175	0.750262392	2.950337002	0.005026959	1.517469218	2.373419778	1.56964666	-1.308460221	-0.812663995	0.387006762	-1.550511645	-0.278436615	-1.054680675	2.090833913	1.226012454	1.373415475	0.80101752	0.836888072	2.810836837	0.565995586	-1.445887064	0.443645276	1.808292346	1.485850408	1.040920054	3.002481872	0.574519484	1.907733622	0.176099898	1.036337379	2.000237044	0.545712731	0.670127243	2.414468424	2.510816655	0.8972828	2.903891379	2.840900004	2.8459287	-3.335058072	-0.914656751	2.39291352	1.902817843	-0.74662865	-0.673440476	0.236540227	-1.135828165	-3.874727161	0.372840944	2.268992801	0.604003302	2.140864637	-2.557089429	-2.450900519	-1.344147067	-0.08879585	1.094759107	0.183791253
