drug1,drug2,cell,score,nor,index,true_label,predict_label,predict_score,smile1,smile2
METHOTREXATE,ABT-888,A2780,-4.219367541,0.6373671,5450,0,0,5.11E-07,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,A375,-7.551223353,0.6307771,5451,0,0,2.98E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,HCT116,-21.65183373,0.6028875,5453,0,0,1.44E-13,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,LOVO,-15.09554516,0.6158552,5457,0,0,5.05E-12,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,NCIH1650,-8.966644609,0.6279775,5459,0,0,1.41E-22,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,NCIH23,-7.564126857,0.6307515,5460,0,0,1.19E-15,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,OV90,-5.954565928,0.6339351,5463,0,0,1.19E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,RKO,-19.58169784,0.606982,5464,0,0,9.14E-15,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,ABT-888,RPMI7951,13.4134956,0.6722431,5465,1,0,6.99E-24,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
METHOTREXATE,AZD1775,A2058,-15.7931997,0.6144753,5471,0,0,3.17E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,A2780,-3.648519996,0.6384962,5472,0,0,2.51E-22,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,A427,-10.2741063,0.6253915,5473,0,0,6.06E-09,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,ES2,-2.632905328,0.640505,5475,0,0,1.38E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,HCT116,-20.04582991,0.606064,5476,0,0,2.31E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,HT29,-19.6274971,0.6068914,5477,0,0,9.36E-05,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,LOVO,-3.938172737,0.6379233,5480,0,0,1.63E-18,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,MDAMB436,-4.057477136,0.6376873,5481,0,0,1.13E-14,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,NCIH1650,-5.78683354,0.6342668,5483,0,0,0.002196481,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,NCIH2122,-1.48186242,0.6427816,5484,0,0,3.66E-09,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,NCIH23,-17.97365095,0.6101626,5485,0,0,5.31E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,NCIH520,-18.27517586,0.6095662,5487,0,0,6.69E-14,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,RKO,-16.78835289,0.612507,5488,0,0,6.32E-19,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,RPMI7951,-9.0067378,0.6278982,5489,0,0,1.60E-16,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,SKMES1,-13.50511874,0.6190009,5491,0,0,1.00E-09,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,SW837,-13.10600229,0.6197903,5493,0,0,7.81E-10,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,AZD1775,VCAP,-27.39232671,0.5915334,5495,0,0,1.65E-10,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
METHOTREXATE,BEZ-235,A2058,-38.0121297,0.5705285,5497,0,0,3.47E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,A2780,-16.82481039,0.6124349,5498,0,0,1.55E-13,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,A375,-25.61862021,0.5950416,5499,0,0,7.85E-07,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,A427,-8.949540554,0.6280113,5500,0,1,0.999963403,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,ES2,-12.19126927,0.6215995,5502,0,0,0.043375514,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,HCT116,-41.02096824,0.5645774,5503,0,0,3.39E-10,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,HT29,-6.020533594,0.6338046,5504,0,0,9.54E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,MDAMB436,-13.48337625,0.6190439,5507,0,0,0.001696067,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,NCIH1650,-6.201647618,0.6334464,5509,0,0,2.48E-09,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,NCIH2122,-11.09106924,0.6237756,5510,0,0,5.68E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,NCIH23,-31.96671719,0.5824857,5511,0,0,4.26E-25,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,NCIH520,-8.97233779,0.6279662,5513,0,0,5.34E-07,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,RKO,-28.04532216,0.5902419,5514,0,0,9.86E-17,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,RPMI7951,-30.63826516,0.5851133,5515,0,0,5.55E-18,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,SKMES1,-19.01194681,0.6081089,5517,0,0,1.13E-09,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,SW837,10.8716199,0.6672155,5519,1,0,0.003532174,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,UACC62,-6.285283318,0.633281,5521,0,0,4.95E-05,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BEZ-235,VCAP,-30.57954225,0.5852294,5522,0,0,0.0005501,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
METHOTREXATE,BORTEZOMIB,A2058,-28.03309248,0.590266,5524,0,0,1.15E-17,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,A2780,-16.77236772,0.6125386,5525,0,0,0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,A375,-16.89549853,0.6122951,5526,0,0,3.80E-10,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,A427,-8.336389326,0.6292241,5527,0,0,5.43E-14,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,ES2,-29.02433517,0.5883055,5529,0,0,6.30E-11,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,HCT116,-22.5307353,0.6011491,5530,0,0,1.12E-22,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,HT144,-5.982494958,0.6338798,5531,0,0,1.10E-18,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,HT29,-16.27108996,0.6135301,5532,0,0,1.97E-31,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,LOVO,-0.275437649,0.6451678,5535,0,0,4.09E-31,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,MDAMB436,-5.513679445,0.6348071,5536,0,0,2.61E-40,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,NCIH1650,-28.29071378,0.5897565,5538,0,0,1.10E-27,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,NCIH2122,-21.51142905,0.6031652,5539,0,0,3.88E-20,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,NCIH23,-26.14593871,0.5939986,5540,0,0,1.28E-36,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,NCIH520,-34.76633177,0.5769484,5542,0,0,1.06E-39,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,OV90,-3.102671676,0.6395758,5543,0,0,1.37E-17,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,RKO,-29.13647934,0.5880837,5544,0,0,3.54E-22,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,RPMI7951,-13.87181589,0.6182756,5545,0,0,9.04E-37,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,SKMES1,-13.25514519,0.6194953,5547,0,0,1.52E-30,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,UACC62,-18.47629284,0.6091684,5552,0,0,3.13E-18,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,BORTEZOMIB,VCAP,-17.65193314,0.6107989,5553,0,0,1.21E-16,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
METHOTREXATE,DASATINIB,A2058,-9.892372863,0.6261465,5555,0,0,0.053488795,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,A375,-11.07887222,0.6237997,5556,0,0,1.86E-07,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,ES2,14.4090108,0.6742121,5558,1,0,2.06E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,HCT116,-35.35244429,0.5757891,5559,0,0,1.74E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,HT144,-34.24175021,0.577986,5560,0,0,1.76E-07,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,HT29,-14.45011672,0.6171318,5561,0,0,3.55E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,LOVO,10.30840849,0.6661016,5563,1,0,9.05E-06,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,MDAMB436,-2.64840768,0.6404743,5564,0,0,1.00E-05,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,NCIH2122,13.97280804,0.6733494,5566,1,0,2.28E-25,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,NCIH520,-1.137888445,0.643462,5569,0,0,3.30E-11,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,OV90,-1.60676291,0.6425346,5570,0,0,9.47E-07,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,RKO,-25.01685668,0.5962319,5571,0,0,1.02E-16,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,RPMI7951,-24.52559262,0.5972035,5572,0,0,0.00247302,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,SKMES1,-16.56254524,0.6129536,5574,0,0,7.23E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DASATINIB,UACC62,-9.38760589,0.6271449,5577,0,0,0.015281622,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
METHOTREXATE,DINACICLIB,A2780,-10.30343952,0.6253335,5580,0,0,0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
METHOTREXATE,DINACICLIB,A427,-3.451416942,0.6388861,5581,0,0,1.69E-08,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
METHOTREXATE,DINACICLIB,ES2,-5.715895919,0.6344072,5583,0,0,1.70E-10,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
METHOTREXATE,DINACICLIB,HCT116,-33.4204808,0.5796104,5584,0,0,2.97E-27,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
METHOTREXATE,DINACICLIB,HT144,-0.593389974,0.6445389,5585,0,0,2.93E-16,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
METHOTREXATE,DINACICLIB,HT29,-3.315125388,0.6391556,5586,0,0,1.95E-30,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
